Gene.Symbol	Cancer.Normalized	Role	Citation.Count	Citation.Sum	Role.in.Cancer
MIIP	lung non-small cell carcinoma, malignant glioma, endometrial carcinoma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1	3	Tumorsuppressor
MINDY3	lung non-small cell carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
MITF	melanoma, melanoma, clear cell sarcoma, melanoma, breast cancer, skin melanoma, alveolar soft part sarcoma, kidney cancer	Oncogene, Driver, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Driver	54, 11, 3, 1, 1, 1, 1, 1	73	Dualrole
MKLN1	malignant glioma	Driver	1	1	Driver
MKNK2	thymoma	Oncogene	1	1	Oncogene
MLANA	clear cell sarcoma, leukemia	Oncogene, Oncogene	1, 1	2	Oncogene
MLF1	acute myeloid leukemia	Oncogene	1	1	Oncogene
MLH1	colorectal cancer, head and neck squamous cell carcinoma, ovarian cancer, colon cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	2, 1, 1, 1	5	Tumorsuppressor
MLLT1	leukemia, acute myeloid leukemia, leukemia	Driver, Driver, Oncogene	6, 2, 1	9	Dualrole
MLLT10	acute T cell leukemia, acute myeloid leukemia, acute T cell leukemia	Oncogene, Driver, Driver	1, 1, 1	3	Dualrole
MLLT11	leukemia, breast cancer, acute myeloid leukemia, squamous cell carcinoma, acute promyelocytic leukemia	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	3, 2, 1, 1, 1	8	Oncogene
MLLT3	leukemia, leukemia, acute myeloid leukemia, acute myeloid leukemia, acute monocytic leukemia, hematologic cancer	Driver, Oncogene, Oncogene, Driver, Oncogene, Oncogene	21, 4, 3, 2, 1, 1	32	Dualrole
MLXIP	acute lymphocytic leukemia, melanoma	Oncogene, Driver	1, 1	2	Dualrole
MME	urinary bladder cancer, lung non-small cell carcinoma, diffuse large B-cell lymphoma	Tumor_Suppressor, Oncogene, Oncogene	1, 1, 1	3	Dualrole
MMP1	pancreatic cancer	Oncogene	1	1	Oncogene
MMP10	lung non-small cell carcinoma	Oncogene	1	1	Oncogene
MMP11	hepatocellular carcinoma	Oncogene	1	1	Oncogene
MMP12	lung non-small cell carcinoma, endometrial adenocarcinoma	Oncogene, Oncogene	1, 1	2	Oncogene
MMP13	osteosarcoma, pancreatic cancer	Oncogene, Oncogene	1, 1	2	Oncogene
MMP14	breast cancer, melanoma, hepatocellular carcinoma, malignant glioma, melanoma	Driver, Driver, Oncogene, Oncogene, Oncogene	3, 2, 1, 1, 1	8	Dualrole
MMP16	hepatocellular carcinoma	Oncogene	1	1	Oncogene
MMP2	lung cancer, lung adenocarcinoma, melanoma, endometrial cancer, lung cancer	Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1, 1	5	Dualrole
MMP24	lung cancer	Driver	1	1	Driver
MMP3	colorectal cancer, pancreatic cancer	Oncogene, Oncogene	1, 1	2	Oncogene
MMP7	colorectal carcinoma, cervical cancer, esophagus squamous cell carcinoma, ovarian cancer, breast cancer, colon cancer	Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Driver	1, 1, 1, 1, 1, 1	6	Dualrole
MMP8	melanoma	Tumor_Suppressor	1	1	Tumorsuppressor
MMP9	glioblastoma multiforme, clear cell renal cell carcinoma, pancreatic cancer, squamous cell carcinoma, breast cancer, lung cancer, leukemia, stomach cancer, colorectal carcinoma	Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	1, 1, 1, 1, 1, 1, 1, 1, 1	9	Dualrole
MMRN1	breast cancer, malignant glioma, pancreatic cancer	Driver, Driver, Driver	2, 1, 1	4	Driver
MMS22L	esophageal cancer	Oncogene	1	1	Oncogene
MN1	meningioma, leukemia, acute myeloid leukemia, childhood acute myeloid leukemia, myeloid leukemia, childhood acute myeloid leukemia	Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Driver, Driver	2, 2, 1, 1, 1, 1	8	Dualrole
MNX1	prostate cancer, acute lymphocytic leukemia, acute myeloid leukemia, cervical cancer, endocrine gland cancer	Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene	3, 1, 1, 1, 1	7	Dualrole
MON1B	colon cancer	Oncogene	1	1	Oncogene
MORC2	liver cancer	Oncogene	1	1	Oncogene
MOS	thyroid gland medullary carcinoma, Kaposi's sarcoma, monocytic leukemia, ovarian germ cell teratoma, plasmacytoma, ovary adenocarcinoma, teratocarcinoma, ovarian cancer, stomach cancer, myeloid neoplasm, adrenal gland pheochromocytoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	12	Oncogene
MPC1	prostate cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MPHOSPH8	stomach cancer	Oncogene	1	1	Oncogene
MPL	leukemia, acute myeloid leukemia, lung small cell carcinoma, ovarian cancer, myeloproliferative neoplasm, myelofibrosis	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	8, 1, 1, 1, 1, 1	13	Dualrole
MPO	multiple myeloma, acute promyelocytic leukemia	Oncogene, Oncogene	1, 1	2	Oncogene
MPPED2	cervical cancer, oral squamous cell carcinoma	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
MRAS	stomach cancer	Oncogene	1	1	Oncogene
MRM2	lung cancer	Oncogene	1	1	Oncogene
MRO	renal cell carcinoma	Oncogene	1	1	Oncogene
MRPL42	malignant glioma	Oncogene	1	1	Oncogene
MRPL48	adrenocortical carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
MRPL58	diffuse large B-cell lymphoma, stomach cancer	Oncogene, Oncogene	2, 1	3	Oncogene
MRTFA	retinoblastoma, pancreatic cancer	Oncogene, Oncogene	1, 1	2	Oncogene
MS4A1	multiple myeloma, B-cell lymphoma	Oncogene, Oncogene	1, 1	2	Oncogene
MS4A3	lung squamous cell carcinoma	Driver	1	1	Driver
MSC	lung cancer, leukemia	Driver, Driver	1, 1	2	Driver
MSH2	colorectal cancer, malignant pleural mesothelioma, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene	1, 1, 1	3	Dualrole
MSH3	urinary bladder cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MSH6	malignant pleural mesothelioma, glioblastoma multiforme	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
MSI1	glioblastoma multiforme, malignant glioma, colorectal cancer, esophagus squamous cell carcinoma, osteosarcoma	Oncogene, Tumor_Suppressor, Oncogene, Oncogene, Oncogene	2, 1, 1, 1, 1	6	Dualrole
MSI2	breast cancer, colorectal cancer, myeloid leukemia, urinary bladder cancer	Tumor_Suppressor, Oncogene, Oncogene, Oncogene	1, 1, 1, 1	4	Dualrole
MSLN	pancreatic cancer	Oncogene	1	1	Oncogene
MSMB	prostate cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MSMP	pancreatic cancer, prostate cancer	Oncogene, Oncogene	1, 1	2	Oncogene
MSR1	ovarian cancer	Oncogene	1	1	Oncogene
MST1	breast cancer, breast cancer	Driver, Tumor_Suppressor	2, 1	3	Dualrole
MST1R	hepatocellular carcinoma, lung non-small cell carcinoma, pancreatic cancer, breast cancer, prostate cancer, breast cancer, chromophobe renal cell carcinoma, ovarian carcinoma, ovarian cancer, lung cancer, stomach cancer, colorectal carcinoma, prostate cancer	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver	3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1	20	Dualrole
MSX1	acute T cell leukemia, natural killer cell leukemia, T-cell leukemia, natural killer cell leukemia	Oncogene, Tumor_Suppressor, Oncogene, Oncogene	3, 1, 1, 1	6	Dualrole
MSX2	endometrioid ovary carcinoma	Oncogene	1	1	Oncogene
MT1F	colon cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MT1G	hepatocellular carcinoma, thyroid gland papillary carcinoma, thyroid gland cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	2, 1, 1	4	Tumorsuppressor
MT1H	hepatocellular carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
MT1M	hepatocellular carcinoma, breast cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
MT1X	hepatocellular carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
MT3	childhood acute myeloid leukemia, bladder carcinoma, urinary bladder cancer	Tumor_Suppressor, Oncogene, Oncogene	3, 1, 1	5	Dualrole
MTA1	prostate cancer, endometrial cancer, esophagus squamous cell carcinoma, prostate cancer	Driver, Tumor_Suppressor, Oncogene, Oncogene	2, 1, 1, 1	5	Dualrole
MTA2	malignant glioma	Oncogene	1	1	Oncogene
MTA3	colorectal cancer, malignant glioma, breast cancer, lung non-small cell carcinoma, breast cancer, lung cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene	1, 1, 1, 1, 1, 1	6	Dualrole
MTAP	melanoma, breast cancer, esophagus squamous cell carcinoma, glioblastoma multiforme, lung non-small cell carcinoma, glioblastoma multiforme	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene	2, 2, 1, 1, 1, 1	8	Dualrole
MTBP	breast cancer, lung cancer	Oncogene, Oncogene	1, 1	2	Oncogene
MTCP1	T-cell leukemia, lymphoma	Oncogene, Oncogene	1, 1	2	Oncogene
MTDH	breast cancer, malignant glioma, hepatocellular carcinoma, glioblastoma multiforme, melanoma, ovarian cancer, prostate cancer, colorectal cancer, neuroblastoma, lung non-small cell carcinoma, esophagus squamous cell carcinoma, breast carcinoma, lung cancer, brain cancer, stomach cancer, malignant glioma, breast cancer, multiple myeloma, hypopharynx cancer, head and neck squamous cell carcinoma, renal cell carcinoma, cervical cancer, astrocytoma, kidney cancer, endometrial cancer, urinary bladder cancer, colorectal carcinoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	12, 7, 6, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	68	Dualrole
MTFP1	stomach cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MTHFD1L	colon cancer	Oncogene	1	1	Oncogene
MTMR14	liver cancer	Oncogene	1	1	Oncogene
MTO1	hepatocellular carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
MTOR	thymoma, lung non-small cell carcinoma, gastrointestinal stromal tumor, ovarian cancer, breast cancer, leukemia, prostate cancer, renal cell carcinoma, malignant glioma, lung adenocarcinoma, lung non-small cell carcinoma, prostate cancer, neuroblastoma, hepatocellular carcinoma, head and neck squamous cell carcinoma, papillary renal cell carcinoma, esophagus squamous cell carcinoma, pancreatic ductal adenocarcinoma, fibrosarcoma, osteosarcoma, malignant glioma, kidney cancer, pancreatic cancer, endometrial cancer, urinary bladder cancer, lymphoma, adrenal gland pheochromocytoma, diffuse large B-cell lymphoma, gastrointestinal stromal tumor, hepatocellular carcinoma, lung non-small cell carcinoma, skin squamous cell carcinoma, breast cancer, endometrial cancer, stomach cancer, lymphoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver	8, 5, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	57	Dualrole
MTSS1	breast cancer, urinary bladder cancer, melanoma, glioblastoma multiforme, hematologic cancer, breast cancer	Tumor_Suppressor, Tumor_Suppressor, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene	2, 2, 2, 1, 1, 1	9	Dualrole
MTUS1	head and neck squamous cell carcinoma, lung non-small cell carcinoma, breast cancer, lung cancer, urinary bladder cancer, stomach cancer	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	1, 1, 1, 1, 1, 1	6	Tumorsuppressor
MUC1	lung cancer, pancreatic ductal adenocarcinoma, breast carcinoma, pancreatic cancer, breast cancer, lung non-small cell carcinoma, stomach cancer, colorectal cancer, acute myeloid leukemia, hepatocellular carcinoma, stomach carcinoma, lung adenocarcinoma, ovarian cancer, myeloid neoplasm, diffuse large B-cell lymphoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene	4, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1	28	Oncogene
MUC13	ovarian cancer	Oncogene	1	1	Oncogene
MUC16	ovarian cancer, ovarian carcinoma	Oncogene, Tumor_Suppressor	3, 1	4	Dualrole
MUC2	colorectal cancer, colon cancer	Tumor_Suppressor, Tumor_Suppressor	3, 1	4	Tumorsuppressor
MUC20	urinary bladder cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MUC4	pancreatic cancer, pancreatic cancer	Oncogene, Tumor_Suppressor	7, 2	9	Dualrole
MUC5AC	lung cancer	Oncogene	1	1	Oncogene
MUC5B	lung adenocarcinoma, lung cancer	Oncogene, Oncogene	1, 1	2	Oncogene
MUC6	gastric adenocarcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
MUL1	thyroid gland cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MUTYH	pancreatic ductal adenocarcinoma	Oncogene	1	1	Oncogene
MVP	renal cell carcinoma	Tumor_Suppressor	1	1	Tumorsuppressor
MXD1	stomach cancer	Tumor_Suppressor	1	1	Tumorsuppressor
MXI1	prostate cancer, lung small cell carcinoma, pancreatic adenocarcinoma, glioblastoma multiforme, kidney cancer, melanoma, brain glioma	Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor	2, 1, 1, 1, 1, 1, 1	8	Tumorsuppressor
MYB	leukemia, breast cancer, acute T cell leukemia, adenoid cystic carcinoma, lymphoma, acute myeloid leukemia, acute leukemia, T-cell leukemia, lung small cell carcinoma, acute lymphocytic leukemia, chronic myeloid leukemia, neuroblastoma, hematologic cancer, colon cancer, pancreatic cancer, B-cell lymphoma, teratocarcinoma, malignant glioma, glioblastoma multiforme, colon carcinoma, adenoid cystic carcinoma, breast cancer, luminal breast carcinoma, multiple myeloma, colorectal cancer, myeloid leukemia, retinoblastoma, hepatocellular carcinoma, inflammatory breast carcinoma, pancreatic carcinoma, breast adenoid cystic carcinoma, salivary gland adenoid cystic carcinoma, breast carcinoma, ovarian cancer, melanoma, bone cancer, pituitary cancer, lung cancer, brain cancer, stomach cancer, chronic lymphocytic leukemia, lymphocytic leukemia, prostate cancer, luminal breast carcinoma, acute promyelocytic leukemia, brain glioma, cutaneous T cell lymphoma, medulloblastoma, peripheral T-cell lymphoma, acute T cell leukemia, pancreatic cancer, breast cancer, leukemia, peripheral T-cell lymphoma	Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver, Driver	33, 15, 13, 13, 11, 10, 5, 4, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	171	Dualrole
MYBBP1A	breast cancer, breast cancer	Tumor_Suppressor, Oncogene	1, 1	2	Dualrole
MYBL1	adenoid cystic carcinoma, Burkitt lymphoma, adenosarcoma, adenoid cystic carcinoma	Oncogene, Oncogene, Oncogene, Driver	2, 1, 1, 1	5	Dualrole
MYBL2	breast cancer, esophagus squamous cell carcinoma, chronic lymphocytic leukemia, urinary bladder cancer, myeloid neoplasm, hepatocellular carcinoma, lung non-small cell carcinoma, ovarian cancer	Oncogene, Oncogene, Oncogene, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene	3, 2, 2, 1, 1, 1, 1, 1	12	Dualrole
MYC	breast cancer, Burkitt lymphoma, lymphoma, lymphoma, B-cell lymphoma, B-cell lymphoma, prostate cancer, leukemia, hepatocellular carcinoma, breast cancer, neuroblastoma, melanoma, liver cancer, colorectal cancer, lung small cell carcinoma, lung cancer, liver cancer, prostate cancer, stomach cancer, lung non-small cell carcinoma, multiple myeloma, medulloblastoma, ovarian cancer, diffuse large B-cell lymphoma, medulloblastoma, pancreatic cancer, acute T cell leukemia, glioblastoma multiforme, colon cancer, cervical cancer, Burkitt lymphoma, osteosarcoma, acute promyelocytic leukemia, acute T cell leukemia, breast carcinoma, malignant glioma, chronic lymphocytic leukemia, retinoblastoma, hepatocellular carcinoma, brain cancer, neuroblastoma, lung adenocarcinoma, plasmacytoma, hematologic cancer, myeloid neoplasm, acute lymphocytic leukemia, ovarian carcinoma, cervix carcinoma, squamous cell carcinoma, urinary bladder cancer, colorectal carcinoma, stomach carcinoma, acute leukemia, head and neck squamous cell carcinoma, colon carcinoma, chronic myeloid leukemia, prostate carcinoma, lung small cell carcinoma, hematologic cancer, leukemia, nasopharynx carcinoma, acute myeloid leukemia, Hodgkin's lymphoma, renal cell carcinoma, peripheral T-cell lymphoma, thyroid gland carcinoma, thyroid gland cancer, lung carcinoma, kidney cancer, multiple myeloma, colon cancer, pancreatic cancer, peripheral T-cell lymphoma, diffuse large B-cell lymphoma, T-cell leukemia, esophagus squamous cell carcinoma, breast adenocarcinoma, Ewing sarcoma, thymus lymphoma, lung non-small cell carcinoma, lung cancer, skin melanoma, meningioma, gastrointestinal system cancer, prostate adenocarcinoma, endometrial cancer, lymphocytic leukemia, angiosarcoma, plasma cell neoplasm, myeloid leukemia, malignant pleural mesothelioma, liver carcinoma, lung squamous cell carcinoma, gastric adenocarcinoma, choriocarcinoma, skin carcinoma, chondrosarcoma, fibrosarcoma, rhabdomyosarcoma, serous cystadenocarcinoma, endometrial carcinoma, transitional cell carcinoma, laryngeal carcinoma, larynx cancer, nephroblastoma, malignant mesothelioma, prolymphocytic leukemia, mantle cell lymphoma, hepatoblastoma, plasmacytoma, glioblastoma multiforme, hepatoblastoma, plasma cell neoplasm, large intestine cancer, lung giant cell carcinoma, esophageal cancer, pancreatic carcinoma, clear cell adenocarcinoma, renal carcinoma, pancreatic adenocarcinoma, thyroid gland medullary carcinoma, bronchus carcinoma, gestational trophoblastic neoplasm, pancreatic ductal adenocarcinoma, embryonal carcinoma, teratocarcinoma, central nervous system lymphoma, gallbladder cancer, breast ductal carcinoma, testicular cancer, colon adenocarcinoma, neuroendocrine tumor, esophageal carcinoma, cutaneous T cell lymphoma, non-Hodgkin lymphoma, uterine corpus endometrial carcinoma, adrenal gland pheochromocytoma, oral squamous cell carcinoma, myeloid leukemia, renal cell carcinoma, esophagus squamous cell carcinoma, prostate adenocarcinoma, ovarian cancer, brain cancer, liver cancer, laryngeal squamous cell carcinoma, breast cancer, lung cancer, prostate cancer, diffuse large B-cell lymphoma, Hodgkin's lymphoma, nodular sclerosis, tongue cancer, Kaposi's sarcoma, Barrett's adenocarcinoma, mixed oligodendroglioma-astrocytoma, meningothelial meningioma, fibrous meningioma, HCL-V, embryonal cancer, adrenal cortex cancer, acral lentiginous melanoma, uveal melanoma, malignant adult ependymoma, pediatric lymphoma, composite lymphoma, uterine corpus serous adenocarcinoma, ovarian serous cystadenocarcinoma, adult acute lymphocytic leukemia, lung papillary adenocarcinoma, anal squamous cell carcinoma, uterus leiomyosarcoma, uterine corpus sarcoma, gallbladder carcinoma, bronchiolo-alveolar adenocarcinoma, lung large cell carcinoma, clear cell renal cell carcinoma, clear cell sarcoma, skin cancer, Merkel cell carcinoma, thyroid gland follicular carcinoma, medullomyoblastoma, cervical squamous cell carcinoma, ovary adenocarcinoma, rhabdoid cancer, mesenchymal cell neoplasm, embryonal rhabdomyosarcoma, skin squamous cell carcinoma, grade III astrocytoma, gliosarcoma, invasive ductal carcinoma, laryngeal squamous cell carcinoma, ovary epithelial cancer, rectum cancer, bone cancer, islet cell tumor, pituitary cancer, neuroectodermal tumor, Richter's syndrome, maxillary sinus cancer, heart cancer, penile cancer, adenoid cystic carcinoma, NUT midline carcinoma, follicular lymphoma, small cell carcinoma, T-cell leukemia, embryonal cancer, liver carcinoma, cervical cancer, lung adenocarcinoma, Ewing sarcoma, osteosarcoma, embryonal rhabdomyosarcoma, malignant glioma, endometrial carcinoma, kidney cancer, melanoma, chronic lymphocytic leukemia, intestinal cancer, thymus lymphoma, colorectal carcinoma, myeloid neoplasm, non-Hodgkin lymphoma	Oncogene, Oncogene, Driver, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver, Driver, Driver, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Tumor_Suppressor, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Oncogene, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver, Driver	198, 182, 173, 120, 119, 86, 83, 70, 62, 61, 59, 54, 48, 45, 44, 42, 41, 39, 38, 37, 36, 36, 35, 35, 32, 29, 28, 28, 26, 23, 20, 19, 18, 18, 17, 17, 17, 16, 16, 15, 15, 14, 14, 14, 14, 13, 13, 12, 12, 12, 12, 11, 11, 10, 10, 9, 9, 9, 9, 9, 8, 8, 8, 8, 8, 7, 7, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	2688	Dualrole
